time,temperature,temperature_min (°C),temperature_max (°C)
9/4/2021,29.2,22.6,35.1
9/5/2021,29.2,24,35.2
9/6/2021,28.8,22.4,35.7
9/7/2021,29.3,22.1,36
9/8/2021,32.7,25.4,39.1
9/9/2021,32,26.5,38.7
9/10/2021,28,23.2,34.4
9/11/2021,27.1,22.3,32.7
9/12/2021,28.3,21.2,35
9/13/2021,31.8,25.6,39.3
9/14/2021,30,23,36.3
9/15/2021,28.6,23.5,33.2
9/16/2021,27.4,22.1,32.9
9/17/2021,27.3,22.7,32.5
9/18/2021,27.8,22.8,33.9
9/19/2021,28.3,20.7,36
9/20/2021,29.6,21.5,38.3
9/21/2021,30,23.2,37.9
9/22/2021,29.4,22,37.7
9/23/2021,28.3,22.1,34.5
9/24/2021,26.3,23,30.4
9/25/2021,24.8,18.2,31.6
9/26/2021,26.1,20,31.9
9/27/2021,26.2,21.1,31.1
9/28/2021,26.4,21.2,32.1
9/29/2021,26.7,20.1,32.9
9/30/2021,26.9,20.8,33.4
10/1/2021,26,20.7,31.9
10/2/2021,25.2,19.5,30.7
10/3/2021,25.5,20.7,30.9
10/4/2021,24.6,18.5,30.4
10/5/2021,24.2,18.2,30
10/6/2021,24.6,18.6,30.3
10/7/2021,24.8,19.5,31.1
10/8/2021,25.1,18.7,31.3
10/9/2021,25.3,19.7,32
10/10/2021,25.4,19.7,33
10/11/2021,26,19.4,33.2
10/12/2021,27.1,21.5,34.1
10/13/2021,26.8,21.2,33.5
10/14/2021,26.1,20.1,32.9
10/15/2021,27,20.6,33.4
10/16/2021,27.8,21.7,34.7
10/17/2021,26.1,20.8,31.7
10/18/2021,24.1,18.6,29.1
10/19/2021,23.5,17.9,29.1
10/20/2021,23.2,17.9,28.6
10/21/2021,22.6,16.4,28
10/22/2021,22.6,17.3,28.2
10/23/2021,22.9,17.6,28.4
10/24/2021,22,16,27.3
10/25/2021,22.7,17.5,28.1
10/26/2021,23.2,17,29
10/27/2021,25,19.1,31.7
10/28/2021,27.2,21.9,34.7
10/29/2021,24.7,18.8,30.6
10/30/2021,25.5,22,30.6
10/31/2021,26.6,22.4,33.6
11/1/2021,25.1,20.7,30.5
11/2/2021,23.5,18.7,28.7
11/3/2021,24.5,18.1,30.3
11/4/2021,23.6,19.1,28.9
11/5/2021,23.7,18.6,30
11/6/2021,24.2,19.1,30.9
11/7/2021,24.4,20,31.1
11/8/2021,23.7,18.7,30.7
11/9/2021,23.9,16.4,31
11/10/2021,22.7,17.2,29.3
11/11/2021,21.4,16.5,26.1
11/12/2021,21.3,16.8,26
11/13/2021,22,14.8,28.8
11/14/2021,22.5,16.4,28.7
11/15/2021,22,17.8,27.2
11/16/2021,21.4,16.6,24.7
11/17/2021,21.8,17.1,26.6
11/18/2021,20.6,16.5,25.9
11/19/2021,19.8,15,25.8
11/20/2021,17.9,14.7,23.6
11/21/2021,16.8,13.1,21
11/22/2021,17.9,13.3,23.2
11/23/2021,19.8,15.6,24.3
11/24/2021,19.7,13.6,25
11/25/2021,21.2,16.5,26.3
11/26/2021,20.4,15.4,25.5
11/27/2021,21.4,14.6,29.5
11/28/2021,23.7,17.4,31.7
11/29/2021,25,17.5,34.3
11/30/2021,23,18.5,29.3
12/1/2021,18.7,15.9,22.3
12/2/2021,17.9,14.3,22.2
12/3/2021,17.8,13.2,22.4
12/4/2021,17.3,11.2,22.5
12/5/2021,16.6,12.7,20.6
12/6/2021,17.4,12.9,21.6
12/7/2021,16.8,14.4,21.1
12/8/2021,15.1,10.4,19.9
12/9/2021,15.9,10.5,21.3
12/10/2021,18.2,13.4,24.7
12/11/2021,18.3,12.8,24.9
12/12/2021,18,11.4,24.6
12/13/2021,18.6,13.1,23.5
12/14/2021,16.7,13.4,21.8
12/15/2021,14.5,9.9,19.6
12/16/2021,14.1,10,19.5
12/17/2021,14.2,10.5,18.8
12/18/2021,13.6,8.7,18.8
12/19/2021,14.2,9.8,18.3
12/20/2021,11.6,8.6,15.1
12/21/2021,11.8,7.4,17.9
12/22/2021,13,8.3,18.8
12/23/2021,12.9,9.8,17.3
12/24/2021,13.4,9.6,18.4
12/25/2021,13.7,10.1,19.1
12/26/2021,13.2,6.8,19.1
12/27/2021,13.9,7.5,20.3
12/28/2021,14.7,10.8,20.1
12/29/2021,14.5,9.1,20.4
12/30/2021,15.2,12.6,18.4
12/31/2021,14.8,12.2,17.5
1/1/2022,13.3,9.4,17.8
1/2/2022,13.7,8.9,18.7
1/3/2022,14.9,10.2,19.9
1/4/2022,14.9,11.2,19.2
1/5/2022,14.9,10.9,19.7
1/6/2022,14.6,10.2,20.2
1/7/2022,14.3,8.9,19.8
1/8/2022,15.3,8.6,21.8
1/9/2022,13.7,8.8,18.3
1/10/2022,12.6,8.1,17.5
1/11/2022,14.1,9.1,20.5
1/12/2022,15,10.2,20.4
1/13/2022,14.3,9.8,20
1/14/2022,12.5,8.8,16.1
1/15/2022,11.6,7.5,16.7
1/16/2022,12.1,8.1,18
1/17/2022,10.5,5.2,15.7
1/18/2022,10.9,6.4,16
1/19/2022,10.4,7.9,14.3
1/20/2022,10.5,5.8,14.6
1/21/2022,10.2,4,15.7
1/22/2022,11.1,5.6,16.8
1/23/2022,11.9,6.6,17.4
1/24/2022,10.8,6,15.3
1/25/2022,10.8,5.2,15.7
1/26/2022,8.7,7,11.2
1/27/2022,9.8,5.3,14.6
1/28/2022,10.4,6,15.5
1/29/2022,11.5,6,16.9
1/30/2022,12.7,7.5,18.2
1/31/2022,12.1,7.8,16.7
2/1/2022,13.3,8.8,18.4
2/2/2022,14.1,8.6,20.1
2/3/2022,13.5,10,18.6
2/4/2022,12.5,9.4,16.7
2/5/2022,12.4,7.8,17.6
2/6/2022,13.2,7.1,18.9
2/7/2022,14.9,8.5,22.1
2/8/2022,16.2,9.5,23.5
2/9/2022,13.5,8.4,17.9
2/10/2022,12.3,7.5,16.5
2/11/2022,13.5,9.4,18.9
2/12/2022,14.5,8.8,21.1
2/13/2022,14.6,8,21.5
2/14/2022,14.4,8.3,19.9
2/15/2022,14.3,9.2,19.9
2/16/2022,14.1,7.7,19.8
2/17/2022,14.5,10.4,18.9
2/18/2022,13.9,8,19.6
2/19/2022,12.3,9.2,15.1
2/20/2022,13.2,7.6,19
2/21/2022,15.3,9.4,21.7
2/22/2022,16.6,10.8,23.1
2/23/2022,17.5,12.2,24.3
2/24/2022,13.5,9.2,17.8
2/25/2022,14.1,10.4,17.9
2/26/2022,14.6,9.8,20.1
2/27/2022,15.3,9.6,21
2/28/2022,16.5,9.2,23
3/1/2022,18.9,12.3,25.6
3/2/2022,21.2,14.5,29.1
3/3/2022,16.1,12.2,19.7
3/4/2022,15.1,9.4,20.2
3/5/2022,17.5,10.8,24
3/6/2022,22.7,16.8,30.9
3/7/2022,18.3,13.9,23.7
3/8/2022,19,13.4,25.5
3/9/2022,17.9,14.3,23.6
3/10/2022,15.3,11.4,19.7
3/11/2022,12.8,9.2,16.9
3/12/2022,12.1,7.8,17.1
3/13/2022,11.3,6.6,17.7
3/14/2022,10.5,5.6,15.4
3/15/2022,11,5.1,15.8
3/16/2022,13.3,7.9,18.1
3/17/2022,13.8,6.8,19.8
3/18/2022,15.3,8.3,21.8
3/19/2022,14.8,8.6,20.8
3/20/2022,13.2,9,18.5
3/21/2022,12.8,8.7,18.1
3/22/2022,12.1,6.4,17
3/23/2022,12.7,6.8,17.7
3/24/2022,13.1,8.2,18.2
3/25/2022,13.6,8,18.9
3/26/2022,16.2,10,23.4
3/27/2022,16.8,10.6,24.2
3/28/2022,16.2,9.5,23.5
3/29/2022,18.4,10.2,27.4
3/30/2022,20.2,10.5,28.5
3/31/2022,23.3,16.7,30.1
4/1/2022,23.5,12.1,33.8
4/2/2022,27.5,18.4,35.8
4/3/2022,23.4,16.8,30.5
4/4/2022,24.8,16,33.3
4/5/2022,29.8,18.3,40.3
4/6/2022,30.6,24,38.1
4/7/2022,29.3,18.1,38.7
4/8/2022,25.5,19.1,31.3
4/9/2022,20.8,13,28.8
4/10/2022,21.9,14.9,30.9
4/11/2022,21.1,14.5,30
4/12/2022,18.4,13.6,24
4/13/2022,18.1,11.3,25.5
4/14/2022,19.1,13.3,26.8
4/15/2022,19.6,12.2,28
4/16/2022,23,14.1,31.5
4/17/2022,31.1,19,41.2
4/18/2022,26.4,21.7,31.5
4/19/2022,21.9,16.4,27.7
4/20/2022,19.8,13.5,26
4/21/2022,19.5,13.3,26.7
4/22/2022,20,13.2,27.8
4/23/2022,22.2,14.9,31.4
4/24/2022,23.6,14.8,32.4
4/25/2022,25.1,16.5,34
4/26/2022,25.3,17.1,34.6
4/27/2022,24.1,16,33.1
4/28/2022,24.6,16.1,33.1
4/29/2022,29.5,18.6,38.8
4/30/2022,27.6,21.9,32.6
5/1/2022,24.5,17.4,31.4
5/2/2022,26.3,18.9,33.8
5/3/2022,27,22,32.6
5/4/2022,22.7,18.3,28.6
5/5/2022,20.9,14.9,27.4
5/6/2022,22,14.6,28.8
5/7/2022,22.4,14.4,29.2
5/8/2022,25.6,17.4,33.1
5/9/2022,27.6,21.5,35
5/10/2022,24.8,17.3,31.7
5/11/2022,24.7,18,31.7
5/12/2022,24.1,17.1,31.4
5/13/2022,24.9,17.3,33.8
5/14/2022,25.3,19,33.6
5/15/2022,24.4,17.7,31.3
5/16/2022,23.6,17.4,29.3
5/17/2022,25.4,16.7,33.2
5/18/2022,26.5,17.9,34.5
5/19/2022,28.1,19.6,35.8
5/20/2022,29.9,22.2,37.2
5/21/2022,24.5,19.5,30.9
5/22/2022,23.3,16.4,29.2
5/23/2022,25.3,17,32.6
5/24/2022,26.6,18.1,34.8
5/25/2022,27.4,19.3,34.8
5/26/2022,27.5,19.4,35.6
5/27/2022,28.7,20,37
5/28/2022,29.8,20.8,37.7
5/29/2022,30.9,21.2,38.8
5/30/2022,32.4,23,40.9
5/31/2022,29.8,22.5,37.4
6/1/2022,27.2,20.1,33.7
6/2/2022,27.6,20,34.1
6/3/2022,28.5,20.1,35.6
6/4/2022,30.1,22.4,37.4
6/5/2022,29.9,22.4,37.2
6/6/2022,29.1,21.8,35.8
6/7/2022,29.7,22.3,36
6/8/2022,30.8,22,38.5
6/9/2022,33.6,26.3,41.4
6/10/2022,33,24.9,40.8
6/11/2022,34.8,24.7,43.8
6/12/2022,29.5,24.1,35.2
6/13/2022,27.9,21.9,33.4
6/14/2022,29.1,23.5,34.6
6/15/2022,28.6,22.3,36.1
6/16/2022,28.9,22.3,36
6/17/2022,29,21.8,36.7
6/18/2022,29,22.7,36.1
6/19/2022,28.4,20.5,35.7
6/20/2022,28.3,20.6,35.8
6/21/2022,27.8,20.8,34.7
6/22/2022,28.5,20.6,35.9
6/23/2022,30.1,21.3,38.5
6/24/2022,32.7,23.9,40.1
6/25/2022,30.7,24.2,37.1
6/26/2022,29.8,22,37.1
6/27/2022,30.1,23.7,36.4
6/28/2022,28.9,22.1,35.3
6/29/2022,29.6,23,35.3
6/30/2022,29.5,23.6,34.6
7/1/2022,29.7,23.3,35.5
7/2/2022,30.2,23.1,36.6
7/3/2022,31.2,23.7,37.6
7/4/2022,32,25,38.2
7/5/2022,31.5,24.3,37.8
7/6/2022,30.6,22.9,37.5
7/7/2022,30.1,21.9,36.9
7/8/2022,29.8,22.6,36.6
7/9/2022,31,22.9,39.1
7/10/2022,30.5,23.7,37.5
7/11/2022,28.9,23,34.7
7/12/2022,29.8,22.1,37
7/13/2022,29.1,22.8,36.3
7/14/2022,28.8,22.9,36.7
7/15/2022,28.5,21.3,35.2
7/16/2022,29.3,22.3,36.6
7/17/2022,30.4,23.2,37.9
7/18/2022,31.4,22.5,39.3
7/19/2022,32.3,24.2,38.7
7/20/2022,31.8,25.2,38
7/21/2022,30.3,23.2,37.6
7/22/2022,30,22.9,37.3
7/23/2022,30.8,22.7,38.8
7/24/2022,30.7,22.3,39
7/25/2022,31.3,22.2,39.4
7/26/2022,31.6,22.7,38.6
7/27/2022,31.3,23,39
7/28/2022,32.1,23.1,39.5
7/29/2022,32,23.8,39.5
7/30/2022,31.5,24.2,38.4
7/31/2022,30.9,22.7,37.8
8/1/2022,31.6,24,40.1
8/2/2022,31.3,24.4,39.1
8/3/2022,30.9,23.3,38.1
8/4/2022,30.9,23.1,38.2
8/5/2022,30.5,23.8,37.5
8/6/2022,30.6,23.5,37.9
8/7/2022,30.1,23.3,36.1
8/8/2022,31.5,24.1,38.2
8/9/2022,31.7,25.4,37.9
8/10/2022,31.1,24.9,36.8
8/11/2022,31.1,24.8,36.8
8/12/2022,30.1,23.8,36
8/13/2022,30.4,23.9,36.9
8/14/2022,30.1,22.8,37
8/15/2022,29.7,23.4,35.8
8/16/2022,29.9,23.2,36.3
8/17/2022,29.6,22.9,36
8/18/2022,30.3,22.6,37.8
8/19/2022,30.9,23.8,37.2
8/20/2022,32.1,24,40
8/21/2022,31.9,24.2,37.6
8/22/2022,31.6,23.7,38.5
8/23/2022,33.1,26.3,40.4
8/24/2022,33.7,27.1,41.2
8/25/2022,30.6,25.1,37.1
8/26/2022,29.7,23.7,36.1
8/27/2022,29.4,22.5,36.9
8/28/2022,29.9,24.2,37.2
8/29/2022,30,23.8,37.2
8/30/2022,30.5,24.9,36.8
8/31/2022,30.5,25,37.2
9/1/2022,29.7,23.5,36.3
9/2/2022,29.2,22.9,35.4
9/3/2022,29.6,23.6,36.4
9/4/2022,29.7,23.8,36.5
9/5/2022,29.3,23.3,35.9
9/6/2022,29.3,23.7,36.2
9/7/2022,28.9,22.9,35.1
9/8/2022,29.6,23.5,36.3
9/9/2022,29.6,24,36.5
9/10/2022,29.4,22.6,36.2
9/11/2022,29.1,21.1,37
9/12/2022,29.6,23,36.4
9/13/2022,28.9,23.1,35
9/14/2022,27.8,22.4,33.8
9/15/2022,26.9,20.7,32.1
9/16/2022,26.7,20.2,32.1
9/17/2022,27.7,21.8,33.8
9/18/2022,28,22.3,33.5
9/19/2022,27.8,21.2,33.7
9/20/2022,27.8,21.9,33.2
9/21/2022,27.5,22,33.4
9/22/2022,29.5,23.2,35.5
9/23/2022,29.2,23.7,35.3
9/24/2022,29.1,22.6,37.3
9/25/2022,29.3,22.9,37.2
9/26/2022,29.6,22.7,37.6
9/27/2022,30,22.6,37.9
9/28/2022,30.2,23,36.8
9/29/2022,31,23.6,38.2
9/30/2022,31,24.5,38.1
10/1/2022,31.2,24.3,39.6
10/2/2022,29.4,21.4,37.7
10/3/2022,28,23.4,33.8
10/4/2022,26.4,21.5,32.1
10/5/2022,26.7,20.1,33.3
10/6/2022,26,21.5,31.8
10/7/2022,24.1,18.1,29.5
10/8/2022,24.5,19.9,29.9
10/9/2022,24.3,19,29.7
10/10/2022,24.6,18,30.3
10/11/2022,25,18.6,30.6
10/12/2022,24.7,19.5,30.1
10/13/2022,24.1,19,30.8
10/14/2022,23.9,18,29.6
10/15/2022,25.8,18.1,32.1
10/16/2022,26.1,22,30.6
10/17/2022,24.6,19.4,29.5
10/18/2022,23.7,18.8,29.1
10/19/2022,23.9,19.2,29
10/20/2022,24.3,18.4,29.5
10/21/2022,24,18.6,29.6
10/22/2022,23.5,18.7,29
10/23/2022,23.4,18.4,28.2
10/24/2022,23.2,17.7,28.7
10/25/2022,21.9,17.5,25.3
10/26/2022,22.4,16.7,28.4
10/27/2022,23.8,19.1,29.2
10/28/2022,24,19.5,29.5
10/29/2022,22.7,16.8,28.6
10/30/2022,22.5,17.6,27.7
10/31/2022,22.6,17.1,28.3
11/1/2022,22.1,17.4,26.8
11/2/2022,21.4,16.8,26.6
11/3/2022,21.9,16.7,27.1
11/4/2022,21.7,15.8,27.2
11/5/2022,21,15.4,26
11/6/2022,20.9,15,26.1
11/7/2022,21.6,15.9,28.1
11/8/2022,20.9,16.3,25.9
11/9/2022,20.7,16.3,26.2
11/10/2022,20,15.1,24.9
11/11/2022,20.5,14.8,26.8
11/12/2022,21,14.9,27.2
11/13/2022,21.7,15.1,28.6
11/14/2022,21.7,16.5,27.6
11/15/2022,19.4,15,24.3
11/16/2022,18.9,13.6,23.4
11/17/2022,19.3,12.9,24.7
11/18/2022,20.4,14.9,25.8
11/19/2022,20.5,15,26.5
11/20/2022,21,15.6,27.8
11/21/2022,20.5,13.4,27.6
11/22/2022,21,16.3,26.6
11/23/2022,19.6,13.8,24.8
11/24/2022,19.3,14.5,24.3
11/25/2022,19.4,15.1,24.5
11/26/2022,18.2,12.8,22.4
11/27/2022,17.6,12.6,21.7
11/28/2022,17.4,12.3,23
11/29/2022,18.3,13.2,24.3
11/30/2022,19.4,12.9,25.5
12/1/2022,19.4,13.2,25.6
12/2/2022,18.7,12.6,24.6
12/3/2022,19.1,14.7,25
12/4/2022,18.3,12.6,24.6
12/5/2022,18.5,14,24
12/6/2022,17.7,12.9,22.7
12/7/2022,17.6,14.1,22.3
12/8/2022,18.5,11.7,24
12/9/2022,19.2,13.3,25.5
12/10/2022,18.4,12.2,24.7
12/11/2022,18.3,12.7,24.5
12/12/2022,19.2,14.2,25.8
12/13/2022,18.2,13.1,23.6
12/14/2022,19.6,14.9,24.9
12/15/2022,20.1,15.2,25.1
12/16/2022,18.9,14,24.2
12/17/2022,19.9,16.7,25.1
12/18/2022,20,16,26.1
12/19/2022,18.5,13.3,25.1
12/20/2022,17.7,11.9,23
12/21/2022,17,12.9,21.3
12/22/2022,16.1,13,21
12/23/2022,15.2,12.3,19
12/24/2022,15.1,12.1,19.9
12/25/2022,14.5,11,19.7
12/26/2022,15.5,12.2,20.6
12/27/2022,14.7,11.2,20.5
12/28/2022,13.8,10.3,19.1
12/29/2022,13.7,8.7,19.8
12/30/2022,14.5,9.4,20.4
12/31/2022,14.6,9.3,21.3
1/1/2023,15.4,9.6,22
1/2/2023,15.2,10.6,21.8
1/3/2023,14.7,9.1,20.9
1/4/2023,15.4,11.4,20.4
1/5/2023,15,9,20
1/6/2023,15.8,12,20.7
1/7/2023,16.2,11.4,20.7
1/8/2023,16.1,12.9,20.3
1/9/2023,14,10.7,18.6
1/10/2023,15.1,10.3,20.3
1/11/2023,14.8,9.7,19.7
1/12/2023,14.1,10.2,19.2
1/13/2023,14.2,9.1,19.4
1/14/2023,15.1,10.4,19.4
1/15/2023,14.9,9.7,19.5
1/16/2023,14.6,11.5,17.6
1/17/2023,13.8,7.8,19
1/18/2023,15.2,8.9,21.9
1/19/2023,16.1,10.2,22.9
1/20/2023,15.2,7.7,22.3
1/21/2023,14.8,9.6,20.8
1/22/2023,15.6,10.3,21.8
1/23/2023,16.4,10.6,23
1/24/2023,17.5,13.6,23.7
1/25/2023,16.3,11.6,22.4
1/26/2023,16.3,10.8,22.9
1/27/2023,19.4,12.3,26.8
1/28/2023,20.4,15.7,24.7
1/29/2023,17.6,13.3,22.7
1/30/2023,15.1,8.8,21.2
1/31/2023,14.4,10.3,18.6
2/1/2023,13.7,10.5,17.9
2/2/2023,12.5,7.6,17
2/3/2023,14,9.6,18.3
2/4/2023,13.9,8.2,19.5
2/5/2023,14.1,8.4,19.8
2/6/2023,13.1,10.6,16.2
2/7/2023,11.7,7.2,16.3
2/8/2023,11.2,5.9,15.8
2/9/2023,11.5,5.7,16.1
2/10/2023,12.8,6.9,18.6
2/11/2023,12.4,8.6,17.9
2/12/2023,11.8,6.4,17.8
2/13/2023,12.5,7,17.8
2/14/2023,11.5,6.4,17.4
2/15/2023,12,7.4,17
2/16/2023,13.2,8.5,18.5
2/17/2023,13.6,7.7,19.4
2/18/2023,13.5,7.3,20
2/19/2023,14.1,7.9,20.8
2/20/2023,14.3,8.5,20.3
2/21/2023,15.4,10.5,20.5
2/22/2023,15.2,10.2,20
2/23/2023,15.9,10.9,19.9
2/24/2023,16,10.4,20.9
2/25/2023,16.8,11.3,22.4
2/26/2023,17.4,11.6,23.2
2/27/2023,18.8,11.4,27.1
2/28/2023,21.8,12.3,30.9
3/1/2023,23.8,16.2,31.5
3/2/2023,25.8,17.3,34.8
3/3/2023,21.4,14.5,28
3/4/2023,22.6,14.6,30.5
3/5/2023,25.4,17.7,34.8
3/6/2023,18.3,12.8,23.3
3/7/2023,16.8,10.6,22.5
3/8/2023,17.5,10.9,24.1
3/9/2023,19.8,11.6,26.4
3/10/2023,22.6,14.7,28.7
3/11/2023,20.9,14.7,27.7
3/12/2023,22.4,15.4,30
3/13/2023,21.5,16.6,27.9
3/14/2023,17.2,13.6,21.4
3/15/2023,16.4,10.6,22
3/16/2023,19.5,12,26.6
3/17/2023,19.9,12.8,25.3
3/18/2023,17.1,11.7,21.8
3/19/2023,16.2,11,21.5
3/20/2023,16,11.5,20.2
3/21/2023,18.5,13,23.7
3/22/2023,20.5,13.1,26.2
3/23/2023,23.1,18.7,28.6
3/24/2023,24.4,16.5,33.3
3/25/2023,19.5,16.4,24.1
3/26/2023,17.6,13.1,22.5
3/27/2023,19.1,13.9,24.8
3/28/2023,21.7,13.2,30.2
3/29/2023,18.4,13.8,24.4
3/30/2023,15.7,12.7,21.1
3/31/2023,15.6,9.6,21.5
4/1/2023,17.4,11,23.8
4/2/2023,21.1,12,28.1
4/3/2023,23.6,13.8,31.6
4/4/2023,25.1,18.9,32.4
4/5/2023,21,14.8,26.9
4/6/2023,21.2,13.8,27.5
4/7/2023,25.9,18.4,35.1
4/8/2023,25.9,15,36.7
4/9/2023,26.2,18.6,35.2
4/10/2023,24.1,18.1,30.7
4/11/2023,18.8,13.6,23.9
4/12/2023,16.2,11.3,20.5
4/13/2023,18.7,12.2,24.9
4/14/2023,21.4,13.5,28.2
4/15/2023,22.6,16,29.6
4/16/2023,22.7,13.8,31
4/17/2023,26.8,17.3,35.2
4/18/2023,30,21.7,37.3
4/19/2023,26.8,21,34.2
4/20/2023,21.1,16.7,26.5
4/21/2023,20.4,14.2,26.2
4/22/2023,21.6,14.6,29.6
4/23/2023,22.6,16.2,29.6
4/24/2023,23.4,15.4,31.8
4/25/2023,24.3,16.1,31.3
4/26/2023,25.4,18.5,31.6
4/27/2023,26.1,19.6,33.9
4/28/2023,21,16,26.3
4/29/2023,19.2,13.9,24.9
4/30/2023,19.5,13.3,25.1
5/1/2023,20.7,13.8,27.7
5/2/2023,22.2,15,29.6
5/3/2023,23.5,15.8,31.2
5/4/2023,25.9,15.8,35.2
5/5/2023,26.5,21.6,30.3
5/6/2023,23.4,17.1,29.6
5/7/2023,22,15.9,27.8
5/8/2023,21.8,15.6,27
5/9/2023,22.7,15.9,28.6
5/10/2023,24.7,16.2,33
5/11/2023,28,18.3,38.6
5/12/2023,25.3,19.2,32.7
5/13/2023,23,15.9,30.2
5/14/2023,23.5,16.3,31.8
5/15/2023,24.5,17,33.1
5/16/2023,27.1,17.2,36.5
5/17/2023,28.2,20.3,36.7
5/18/2023,23.4,19.2,29.7
5/19/2023,23,16.6,28.9
5/20/2023,23.8,16.7,29.9
5/21/2023,29.7,20.4,39.7
5/22/2023,28.8,24.4,32.7
5/23/2023,28.4,19.9,34.8
5/24/2023,27.7,20.2,34.5
5/25/2023,27.1,19.2,34.9
5/26/2023,27.6,20.9,37.5
5/27/2023,30.4,25,36.2
5/28/2023,27.4,23.2,31.9
5/29/2023,26,19,31.5
5/30/2023,28.1,21.6,34.1
5/31/2023,31,23.3,37.6
6/1/2023,32.7,28.1,40.9
6/2/2023,35.5,28.9,42.3
6/3/2023,29.2,22.3,36.1
6/4/2023,27.4,20.5,34.8
6/5/2023,26.8,19.2,33.7
6/6/2023,27.2,18.7,34.6
6/7/2023,29.8,21.1,37.7
6/8/2023,32.8,25.1,40.3
6/9/2023,33.6,27.7,40.4
6/10/2023,28.8,21.7,35.6
6/11/2023,28.7,21.7,34.5
6/12/2023,30.1,22.6,35.7
6/13/2023,30.3,23.7,36.4
6/14/2023,27.8,20.8,34.4
6/15/2023,28.2,21,34.6
6/16/2023,31.8,21.3,40.3
6/17/2023,31.4,24.8,37.7
6/18/2023,27.9,20.9,34.4
6/19/2023,27,20.8,32.6
6/20/2023,27.8,21.2,34.3
6/21/2023,28.7,21.3,35.6
6/22/2023,28.6,21,35.5
6/23/2023,29.5,21.4,36.6
6/24/2023,30.1,22,37.2
6/25/2023,30.2,22.3,37.4
6/26/2023,29.5,21.6,36.4
6/27/2023,30.5,22.5,37.5
6/28/2023,30.2,23.2,36.6
6/29/2023,29.5,22.4,36.7
6/30/2023,29,21.1,36.6
7/1/2023,29.7,22.1,37.7
7/2/2023,29.7,21.8,37.3
7/3/2023,32.1,22.1,40.8
7/4/2023,33,25.1,40.1
7/5/2023,29.8,22.7,36.4
7/6/2023,30.1,23.2,36.7
7/7/2023,30.4,23.3,36.9
7/8/2023,31.1,23.6,39.6
7/9/2023,30.2,23.4,37.9
7/10/2023,29.9,22.9,37.2
7/11/2023,30.9,25.4,37.7
7/12/2023,30.8,23.3,37.9
7/13/2023,31.1,22.3,39.9
7/14/2023,32.4,22.9,40.7
7/15/2023,32.8,23.2,40.6
7/16/2023,34.3,24.1,42.8
7/17/2023,34.9,25.7,42.5
7/18/2023,33.7,25.2,40.8
7/19/2023,32.5,24.6,39.1
7/20/2023,33.3,25.6,40
7/21/2023,32.4,23.7,38.9
7/22/2023,33.8,24.3,41.8
7/23/2023,34.6,25.5,42.9
7/24/2023,34.6,25.7,42.6
7/25/2023,33.8,25.4,40.8
7/26/2023,34.4,25.2,42
7/27/2023,35.6,27.8,42.7
7/28/2023,34.4,25.4,42.5
7/29/2023,31.4,24.4,38.6
7/30/2023,30.6,22.9,37.8
7/31/2023,30.9,23.4,38.1
8/1/2023,31.9,24.2,38.9
8/2/2023,32.9,25.8,39.7
8/3/2023,31.6,23.8,38.6
8/4/2023,31.7,23.6,39.1
8/5/2023,32.6,22.8,40.6
8/6/2023,35.7,26.5,43.4
8/7/2023,34.9,27.8,42.1
8/8/2023,31.2,25.4,37.1
8/9/2023,30.1,23.2,36.6
8/10/2023,30.8,25.1,37.4
8/11/2023,29.1,23.9,36
8/12/2023,29.6,24.1,36.7
8/13/2023,30.1,24.6,36.8
8/14/2023,30,23.8,37.4
8/15/2023,30.3,25.2,37.5
8/16/2023,29.9,25.1,37
8/17/2023,29.9,23.8,36.8
8/18/2023,30.3,23.5,36.8
8/19/2023,30.2,23.1,37.3
8/20/2023,29.8,23,36.4
8/21/2023,30.1,24.2,36.3
8/22/2023,29.9,22.8,37
8/23/2023,30.5,22.8,37.7
8/24/2023,30.4,21.9,38.9
8/25/2023,31,23,39.3
8/26/2023,31.9,23.5,40.7
8/27/2023,32.3,24,39.4
8/28/2023,31.7,25.3,37.6
8/29/2023,31,24.6,37.3
8/30/2023,31.8,23.2,40.2
8/31/2023,32.6,26,40
9/1/2023,30.1,24.9,36.6
9/2/2023,29.9,22.8,37.5
9/3/2023,29.4,23.5,35.8
9/4/2023,29.4,23.4,34.9
9/5/2023,31.6,23.7,37.9
9/6/2023,33.4,25.1,40
9/7/2023,35.9,27.1,44.6
9/8/2023,34,28,41.4
9/9/2023,32.2,25.3,38.8
9/10/2023,32.8,25.2,39.1
9/11/2023,33,26.5,38.8
9/12/2023,28.8,25.4,32.7
9/13/2023,29.3,23.5,35.8
9/14/2023,28.4,21.1,35
9/15/2023,28.5,22.1,35
9/16/2023,28.7,23.2,34.6
9/17/2023,28.9,20.6,36.5
9/18/2023,29.6,24.4,36.3
9/19/2023,28.4,23,33.7
9/20/2023,28.4,23.8,34.1
9/21/2023,28.5,22.4,34.8
9/22/2023,28.6,21.6,35.1
9/23/2023,28.9,20.8,36.7
9/24/2023,29,20.3,36.3
9/25/2023,29.9,22.2,37.3
9/26/2023,30,21.8,37.6
9/27/2023,30.7,22,38.1
9/28/2023,31.6,24,39.2
9/29/2023,29.9,22.7,38
9/30/2023,28.8,22.4,35.4
10/1/2023,28.1,24.4,32.8
10/2/2023,26,22.4,28.5
10/3/2023,26.4,22,31.2
