time,temperature,temperature_min (°C),temperature_max (°C)
7/7/2017,28.7,22.7,34.9
7/8/2017,30.1,22.8,37.7
7/9/2017,30.1,23.6,37.4
7/10/2017,31.6,24.4,38.4
7/11/2017,32,25,39
7/12/2017,31.1,23.8,38.9
7/13/2017,31.1,23.6,38.9
7/14/2017,31.9,23.7,39.7
7/15/2017,34.1,26.6,41
7/16/2017,33.8,26.6,40.5
7/17/2017,32.4,25.2,39.2
7/18/2017,33.5,26.3,39.9
7/19/2017,30.9,24.9,37.1
7/20/2017,28.8,23.7,34.3
7/21/2017,29.3,23.9,34.9
7/22/2017,29.7,24.1,36
7/23/2017,29.7,24.5,35.8
7/24/2017,30.5,24.9,37.2
7/25/2017,31.5,24.2,38.6
7/26/2017,32,24.6,39.2
7/27/2017,32.4,25.1,40.5
7/28/2017,31.1,24.6,38
7/29/2017,29.7,24.3,35.5
7/30/2017,29.2,24.5,34.9
7/31/2017,30.2,24,36.7
8/1/2017,31,24.3,37.8
8/2/2017,31.3,24.5,37.9
8/3/2017,31.6,25.5,37.2
8/4/2017,31,24.8,36.8
8/5/2017,30.7,24.3,36.3
8/6/2017,31.5,25.5,37.3
8/7/2017,30.7,25.1,36.2
8/8/2017,30.9,25.1,37.2
8/9/2017,31.3,25.9,37.1
8/10/2017,31.8,25.7,37.9
8/11/2017,31.9,25.4,37.9
8/12/2017,31.8,26.1,38.5
8/13/2017,31.8,25.5,38.2
8/14/2017,30.9,25.2,37.1
8/15/2017,29.8,24.9,35.4
8/16/2017,29.4,24.2,35
8/17/2017,29.5,24.3,34.7
8/18/2017,31.2,26,36.3
8/19/2017,31.4,25.7,37.7
8/20/2017,31,25.9,36.7
8/21/2017,31.1,25.3,36.8
8/22/2017,30.5,24.3,36.1
8/23/2017,30.2,24,36.8
8/24/2017,29.7,23.8,36.2
8/25/2017,29.3,23.5,36
8/26/2017,30.2,23.1,37.6
8/27/2017,30.3,24.2,37.3
8/28/2017,29,23,34.9
8/29/2017,28.9,23.3,34.3
8/30/2017,28.8,23.6,34.4
8/31/2017,28.9,23.7,34.9
9/1/2017,28.4,23,34.1
9/2/2017,28.8,22.8,35.4
9/3/2017,28.5,21.9,35.4
9/4/2017,28.8,22.6,35.5
9/5/2017,29.3,22.4,37.1
9/6/2017,28.2,21.9,35.1
9/7/2017,27.9,22.3,34.2
9/8/2017,27.7,22.1,34.1
9/9/2017,28.4,22.8,34.8
9/10/2017,27.8,21,35.3
9/11/2017,29,21.2,37.5
9/12/2017,30,21.6,38.9
9/13/2017,29.8,22.7,38
9/14/2017,28,23.1,34.6
9/15/2017,27.8,22.3,34.5
9/16/2017,27.6,22.3,33.5
9/17/2017,27.5,22.1,32.7
9/18/2017,28.2,23.3,33.6
9/19/2017,28.6,23.1,34.4
9/20/2017,29.7,23.5,36.2
9/21/2017,29.8,22.8,37.6
9/22/2017,28.6,24.1,34.9
9/23/2017,26.4,22.2,31.4
9/24/2017,25.8,21.4,31.6
9/25/2017,25.7,20.4,31.8
9/26/2017,26.8,21.3,33.2
9/27/2017,26.4,21.2,31.9
9/28/2017,25.7,20.8,31.4
9/29/2017,25.9,20.3,31.8
9/30/2017,27.3,21.4,33
10/1/2017,30.3,24.5,37
10/2/2017,28.2,23.1,34.3
10/3/2017,25.6,21.1,31.4
10/4/2017,24.9,20.4,30.6
10/5/2017,24.6,20.3,30.4
10/6/2017,24.6,19.5,30.2
10/7/2017,27.2,20,34.7
10/8/2017,27.5,22.1,32.8
10/9/2017,24.7,21.3,28.6
10/10/2017,23.8,18.9,29.3
10/11/2017,23,17.9,28.4
10/12/2017,22.9,18.2,28.3
10/13/2017,23.4,18.1,28.6
10/14/2017,23.7,19.4,28
10/15/2017,23,18.1,28.1
10/16/2017,23.3,17.7,29.9
10/17/2017,23.5,17.2,29.9
10/18/2017,24.6,18.8,31.5
10/19/2017,24.6,19.5,31.5
10/20/2017,23.6,18.5,29.8
10/21/2017,22.9,18,28.3
10/22/2017,22.7,17.7,27.8
10/23/2017,22.3,17.6,27.3
10/24/2017,23.2,18.4,28.2
10/25/2017,24.8,19.3,30.9
10/26/2017,26.4,20,33.1
10/27/2017,23.6,18.2,29.3
10/28/2017,22,17.1,26.9
10/29/2017,22,16.9,27.2
10/30/2017,21.9,17.7,26.3
10/31/2017,22.1,18.1,26.7
11/1/2017,22,17.2,26.9
11/2/2017,21.2,16.9,26
11/3/2017,20.1,15.8,25.3
11/4/2017,19.3,14.4,24.5
11/5/2017,20.4,15.4,25.5
11/6/2017,20,15,24.4
11/7/2017,20.3,15.7,25.4
11/8/2017,20.2,15.2,27.2
11/9/2017,20.2,15.1,26.6
11/10/2017,20,14.3,26.4
11/11/2017,19.8,14.6,25
11/12/2017,20.8,15.8,27
11/13/2017,20.7,16.4,26.4
11/14/2017,20.3,14.9,26.4
11/15/2017,20.8,13.5,27.1
11/16/2017,20.8,16.5,27.2
11/17/2017,20.8,16.5,27.5
11/18/2017,20.7,17.6,25.3
11/19/2017,19.3,14.9,24.7
11/20/2017,18.7,13.7,23.9
11/21/2017,17.2,14.5,21.7
11/22/2017,16.8,13.8,21.6
11/23/2017,16.4,12.8,21.1
11/24/2017,16.7,12.1,21.6
11/25/2017,17.2,13.3,22.6
11/26/2017,17.1,12.7,21.6
11/27/2017,17.3,12.7,22.5
11/28/2017,18,12.4,23.9
11/29/2017,18.2,12.8,22.6
11/30/2017,17.8,12.6,23
12/1/2017,18.2,13.2,24
12/2/2017,18.8,12.9,26.2
12/3/2017,19.3,12.6,27
12/4/2017,18.6,11.7,26.1
12/5/2017,17.8,14.2,22.1
12/6/2017,16.2,12.8,19.8
12/7/2017,14.7,10.4,19.4
12/8/2017,14.2,9.4,19.6
12/9/2017,14.9,10.1,20.2
12/10/2017,16.2,11.8,21.2
12/11/2017,16.9,13.2,22.5
12/12/2017,16.7,11.1,25.2
12/13/2017,16.9,13.8,21.4
12/14/2017,17.1,13.3,21.3
12/15/2017,17.5,14.4,21.3
12/16/2017,17,12.1,22.1
12/17/2017,17.9,12.3,24.1
12/18/2017,19.7,15.3,24.9
12/19/2017,19,15.1,24
12/20/2017,18.6,15.2,23.3
12/21/2017,19.8,16.4,25.6
12/22/2017,21.5,18.2,26.6
12/23/2017,18.6,15.2,21.6
12/24/2017,15.2,12.9,19.2
12/25/2017,13.9,10.6,18.2
12/26/2017,14.3,9.3,20.2
12/27/2017,14.9,10.3,20.5
12/28/2017,15.4,12.7,19.1
12/29/2017,15.3,12.1,20.3
12/30/2017,14.3,9.8,19.7
12/31/2017,12.9,8.7,17.1
1/1/2018,14,10.1,18.7
1/2/2018,14.1,9.6,19.6
1/3/2018,14.4,10.1,19.6
1/4/2018,14.3,10.1,18.1
1/5/2018,16.1,13.9,18.4
1/6/2018,14.8,11.4,18.8
1/7/2018,14.9,9.4,20.4
1/8/2018,15.2,10.4,21.1
1/9/2018,15.1,10.9,20.9
1/10/2018,15.1,10.6,22
1/11/2018,16.1,11.6,23.6
1/12/2018,15.8,10.5,21.2
1/13/2018,15.1,10.8,20.7
1/14/2018,14,9.5,18.8
1/15/2018,14.7,10.2,20
1/16/2018,13.9,8.7,19.4
1/17/2018,14.7,9.7,19.7
1/18/2018,15.4,9.5,21.3
1/19/2018,14.5,11.8,16.9
1/20/2018,13.6,8,18.6
1/21/2018,15,8.8,21.4
1/22/2018,15.7,10.2,20.6
1/23/2018,16.6,14.2,18.6
1/24/2018,15,11.3,18.4
1/25/2018,12.4,10.3,15.4
1/26/2018,11,8.6,13.4
1/27/2018,12.4,9.8,16.1
1/28/2018,13,8.4,19.2
1/29/2018,13.7,10.1,18.6
1/30/2018,13.3,9,19.3
1/31/2018,13.2,8.2,19.2
2/1/2018,13.7,8.2,19.8
2/2/2018,15,8.8,22.1
2/3/2018,16.2,9.9,23.7
2/4/2018,19.1,11.9,27.7
2/5/2018,20.2,14.8,27.3
2/6/2018,20.1,14.4,26.7
2/7/2018,21,14.7,29
2/8/2018,22.2,17,29.1
2/9/2018,19.6,15.6,25.1
2/10/2018,21.9,14.3,30.3
2/11/2018,20.8,17.2,24.6
2/12/2018,17.2,14.3,20.9
2/13/2018,15.1,11.3,18.8
2/14/2018,14.5,9.7,19
2/15/2018,15.5,11.5,21.2
2/16/2018,15.1,10.4,20.3
2/17/2018,13.7,9.9,18
2/18/2018,16,11.7,21.6
2/19/2018,16.5,12.7,21.2
2/20/2018,18,12.6,23.5
2/21/2018,18.7,12.9,25.5
2/22/2018,18.6,13,24.1
2/23/2018,18.7,14.5,23.8
2/24/2018,17.7,11.5,23.8
2/25/2018,18.8,14,24.1
2/26/2018,20.2,15.4,25.8
2/27/2018,18.1,14.1,22
2/28/2018,17.8,12.1,23.1
3/1/2018,20,14.4,26.4
3/2/2018,19.2,13.4,25.9
3/3/2018,22.1,15.7,28.7
3/4/2018,24.4,18.2,32.5
3/5/2018,22.5,15.9,30.1
3/6/2018,23.6,18.6,28.8
3/7/2018,23.7,15.8,32.7
3/8/2018,26,20.1,31.7
3/9/2018,19.9,15.8,25.4
3/10/2018,18,12.8,23.7
3/11/2018,18.1,12.7,25.6
3/12/2018,18.5,12.5,24.8
3/13/2018,20.8,13,28.5
3/14/2018,21.2,14.2,28
3/15/2018,18.9,14.3,23.9
3/16/2018,18.3,12.8,24.1
3/17/2018,19,12.9,25.9
3/18/2018,21.5,13.8,30.4
3/19/2018,24.9,20,31.8
3/20/2018,21.9,14.4,28.9
3/21/2018,24.5,15.8,31.9
3/22/2018,26.9,17.8,35.5
3/23/2018,28.2,20,37.5
3/24/2018,18.8,15.5,22.4
3/25/2018,18.9,13,24.8
3/26/2018,20.5,12.3,29
3/27/2018,23,15.2,31.2
3/28/2018,26.2,18.6,31.8
3/29/2018,18,13.9,22.6
3/30/2018,17.8,12.6,23.4
3/31/2018,18.6,12.6,25.2
4/1/2018,19.9,13.4,27.9
4/2/2018,21.3,14.2,29.9
4/3/2018,20.1,16.1,25.1
4/4/2018,20.2,14.3,27.6
4/5/2018,21,14.4,28.9
4/6/2018,21.4,13.8,29.6
4/7/2018,22.8,17.3,29.9
4/8/2018,20.7,15.2,25.7
4/9/2018,20.4,14.9,26.4
4/10/2018,20.7,14.9,26.6
4/11/2018,22.4,15.5,28.4
4/12/2018,25.1,17.7,31.8
4/13/2018,27.3,19.4,34.7
4/14/2018,26.2,18.5,33.4
4/15/2018,26.1,18.5,33.4
4/16/2018,27,19.5,33.9
4/17/2018,27.9,21.6,35.3
4/18/2018,26.2,17.7,34.7
4/19/2018,23.9,16.7,31.6
4/20/2018,24.7,17.7,31.9
4/21/2018,23.5,19,29.1
4/22/2018,21,17,26.7
4/23/2018,21.1,14.8,27.1
4/24/2018,21.3,15.7,27.1
4/25/2018,19.5,16.2,25
4/26/2018,23.1,17.1,30.9
4/27/2018,23.1,16.5,30.7
4/28/2018,25,17.9,32.4
4/29/2018,28.3,20.4,34.9
4/30/2018,32,26,38.6
5/1/2018,31,25.7,36.7
5/2/2018,28.3,20.3,36.6
5/3/2018,31,22.1,38.6
5/4/2018,32.2,24.3,40.4
5/5/2018,23.4,18.6,28.2
5/6/2018,24.7,19.7,30.8
5/7/2018,23.2,18.6,28.8
5/8/2018,23.4,18,29
5/9/2018,24.9,17.8,31.2
5/10/2018,33,26.2,40.7
5/11/2018,26,19.9,32.7
5/12/2018,23.4,18.9,29.4
5/13/2018,23.9,18.2,29.3
5/14/2018,23.7,17.8,29.9
5/15/2018,24.6,19.4,31.5
5/16/2018,25.3,18.8,33.5
5/17/2018,27.1,18.9,36.2
5/18/2018,29,19.6,39.1
5/19/2018,30,20.9,39.9
5/20/2018,30.8,22,39.5
5/21/2018,32.6,23.6,40.9
5/22/2018,36.9,28.3,44.1
5/23/2018,32.7,25.2,40.5
5/24/2018,32,23.8,39.1
5/25/2018,31.1,26.3,36
5/26/2018,27.8,21.9,35.1
5/27/2018,27.1,21.5,33.5
5/28/2018,27.3,21.6,33.4
5/29/2018,26.5,22.4,31.2
5/30/2018,26.8,21.2,32.5
5/31/2018,27.4,21.3,33.4
6/1/2018,27.1,22.1,32.6
6/2/2018,26,21.1,31.7
6/3/2018,26.8,20.8,32.7
6/4/2018,27.4,21.1,34.2
6/5/2018,27.4,21.3,33.1
6/6/2018,28.5,21.4,35.3
6/7/2018,29.3,20.8,37.8
6/8/2018,30.5,21.7,39.8
6/9/2018,30.8,21.8,40
6/10/2018,31.7,23,39.5
6/11/2018,29.3,23,35.3
6/12/2018,28,22.9,33.2
6/13/2018,29.2,22.5,35
6/14/2018,31.2,23,37.7
6/15/2018,33.9,25.3,40.5
6/16/2018,35.1,31.9,39.4
6/17/2018,31,24.9,37
6/18/2018,30,23.8,35.5
6/19/2018,30.6,24.4,37.7
6/20/2018,30.1,23.6,36.8
6/21/2018,31.1,24,37.7
6/22/2018,33.4,27.2,40
6/23/2018,30.6,24,36.8
6/24/2018,29.7,23.3,36
6/25/2018,29.3,22.7,35.7
6/26/2018,30,23.1,36.9
6/27/2018,33.8,25,42.3
6/28/2018,29.8,24.7,35.7
6/29/2018,28,22.3,33.8
6/30/2018,28,22.3,33.7
7/1/2018,28.8,22.8,35
7/2/2018,29.1,22.5,35.6
7/3/2018,29.1,21.9,35.6
7/4/2018,30.9,23.8,38.2
7/5/2018,31.1,23.8,38.8
7/6/2018,30.9,23.8,38.6
7/7/2018,30.8,23.7,37.8
7/8/2018,31,23.2,37.9
7/9/2018,31.7,24.9,37.6
7/10/2018,30.7,24.5,36.6
7/11/2018,29.3,23.7,35
7/12/2018,28.9,22.8,35.2
7/13/2018,29.7,24,36.2
7/14/2018,30.1,24,37
7/15/2018,30.5,24.1,36.9
7/16/2018,30.8,25.4,37.9
7/17/2018,29.9,23.8,36.8
7/18/2018,30.9,23.6,38.7
7/19/2018,29.7,24,36
7/20/2018,30,23.4,36.3
7/21/2018,30.4,24.4,35.7
7/22/2018,30.7,25.1,37.4
7/23/2018,31.2,24.4,38.5
7/24/2018,33.2,24.4,41.2
7/25/2018,33.7,27.2,39.9
7/26/2018,31.5,25.3,37.3
7/27/2018,31.3,25.4,37
7/28/2018,29.8,24.1,35.6
7/29/2018,29.4,23.8,35
7/30/2018,30.2,23.9,36.2
7/31/2018,31.7,25.7,37.8
8/1/2018,32.1,26.4,37.6
8/2/2018,30.8,25,37.4
8/3/2018,31.1,25,37.9
8/4/2018,31,24.8,37.1
8/5/2018,31.5,25.1,37.5
8/6/2018,31.4,25.7,37.5
8/7/2018,30.3,24.9,35.5
8/8/2018,30.5,24.6,37.1
8/9/2018,30.6,23.8,37.6
8/10/2018,31.2,23.9,38.2
8/11/2018,30.8,24.3,37.4
8/12/2018,30.6,24.4,37.3
8/13/2018,30.4,24,36.9
8/14/2018,29.8,24.2,35.2
8/15/2018,29.4,23,35.9
8/16/2018,29.7,23.4,36.6
8/17/2018,29.9,23.5,36.9
8/18/2018,29.6,24.8,35.9
8/19/2018,29.5,23.9,35.2
8/20/2018,30.2,24.7,35.9
8/21/2018,31.1,25.4,36.5
8/22/2018,30.1,25.2,35.9
8/23/2018,30.1,24,36.5
8/24/2018,30.1,23.5,37.1
8/25/2018,30.4,23.4,37.4
8/26/2018,29.7,24.5,35.5
8/27/2018,29.4,24.5,34.5
8/28/2018,29.3,23.9,34.6
8/29/2018,29.4,24.2,34.6
8/30/2018,29.5,24,35.2
8/31/2018,29.6,24,35.6
9/1/2018,29.9,24.4,36.4
9/2/2018,30,24.4,36.7
9/3/2018,30.6,24.8,37.8
9/4/2018,30.7,24.4,37.8
9/5/2018,30.4,24.4,36.9
9/6/2018,29.6,24.2,35.8
9/7/2018,29,24.7,34.1
9/8/2018,29.1,23.6,34.5
9/9/2018,28.9,24.3,34.1
9/10/2018,28.8,24.2,34.6
9/11/2018,28.6,23.3,34.1
9/12/2018,28.6,22.9,34.4
9/13/2018,28.4,23.3,33.8
9/14/2018,28.6,23.2,34
9/15/2018,27.5,21.8,33.8
9/16/2018,27.8,22.4,33.6
9/17/2018,27.5,22.6,32.9
9/18/2018,28.7,22.8,34.7
9/19/2018,28.8,22.5,34.8
9/20/2018,28.2,22.7,34
9/21/2018,27.4,21.9,33.2
9/22/2018,27.4,21.7,33.4
9/23/2018,27.3,21.3,33.3
9/24/2018,27.3,21.1,34
9/25/2018,27.7,22.2,34
9/26/2018,27.2,22.1,32.6
9/27/2018,27.4,22,32.7
9/28/2018,29.7,23.1,36.4
9/29/2018,30.6,24.1,38.7
9/30/2018,28.9,23,36
10/1/2018,28.1,24.7,33.5
10/2/2018,28.1,23.1,34.5
10/3/2018,27.9,22.7,34.3
10/4/2018,27.1,21.9,33.4
10/5/2018,27.3,21.8,33.9
10/6/2018,26.8,21.8,32.5
10/7/2018,26.2,22.9,30.7
10/8/2018,25.2,19.7,30.9
10/9/2018,25.1,19.6,30.5
10/10/2018,24.7,20.1,30.1
10/11/2018,24.3,20.1,29.7
10/12/2018,24.3,19.9,29.2
10/13/2018,24.2,18.3,30
10/14/2018,24.3,18.7,29.9
10/15/2018,24.4,19,30.6
10/16/2018,24.1,19.1,30.3
10/17/2018,24.2,19.4,29.5
10/18/2018,24,18.8,29.3
10/19/2018,24.4,18.8,29.6
10/20/2018,25.4,20,31.1
10/21/2018,27,20.8,33.3
10/22/2018,27.7,23.2,33.3
10/23/2018,26.6,22.2,32.5
10/24/2018,26.8,21.4,33
10/25/2018,25.1,22.1,28.2
10/26/2018,21.7,18.2,25.5
10/27/2018,20.7,15.2,26.1
10/28/2018,21.9,15.8,28.5
10/29/2018,22.1,14.9,30.2
10/30/2018,23.2,16.4,31.3
10/31/2018,23.1,16.6,31.1
11/1/2018,23.4,16.7,31.7
11/2/2018,23.2,17.2,31.2
11/3/2018,22.8,15.9,30.2
11/4/2018,22.1,15.9,28.8
11/5/2018,21.3,16.3,26.7
11/6/2018,21.3,16.1,25.6
11/7/2018,21.6,18,26.4
11/8/2018,20.8,15.8,25.2
11/9/2018,20.5,16.1,25.4
11/10/2018,20.1,15.8,24.7
11/11/2018,21.3,16.4,26
11/12/2018,20.9,16,25.9
11/13/2018,20.2,15.7,25.1
11/14/2018,18.6,14.8,22.6
11/15/2018,19.4,15,23.9
11/16/2018,19,15.6,23.1
11/17/2018,20.1,15.7,24.8
11/18/2018,21.1,15.7,26.3
11/19/2018,20.5,15.7,26.2
11/20/2018,21,15.8,26.7
11/21/2018,21.5,15.9,27
11/22/2018,22.4,17.8,28.5
11/23/2018,18.7,16.1,22.4
11/24/2018,18.7,15.8,23.1
11/25/2018,18.9,14.8,23.5
11/26/2018,19.6,14.9,24.2
11/27/2018,20.6,16.9,26.1
11/28/2018,19.7,14.1,26
11/29/2018,19.5,15.6,25.1
11/30/2018,18.2,15.1,22.5
12/1/2018,17,12.7,21.7
12/2/2018,17.6,12.5,22.1
12/3/2018,17.4,13.9,21.8
12/4/2018,16.4,11.7,21.4
12/5/2018,14.7,12.4,20.2
12/6/2018,15.2,11.8,19.5
12/7/2018,15,12.2,18.6
12/8/2018,15.2,12.1,18.9
12/9/2018,14.3,11.3,18.9
12/10/2018,15.4,10.3,21.5
12/11/2018,17.3,13.7,21.9
12/12/2018,17,13.2,21.6
12/13/2018,16.8,13.3,20.7
12/14/2018,16.7,10.7,22
12/15/2018,17.3,12.5,23.7
12/16/2018,16.5,12.8,21.5
12/17/2018,15.2,10.5,20.3
12/18/2018,15.5,11.3,20.8
12/19/2018,15.4,11.1,20.6
12/20/2018,15.3,11,19.5
12/21/2018,16.2,12.4,20.2
12/22/2018,15.4,10.3,20.7
12/23/2018,15.5,10.4,20.6
12/24/2018,16.5,11.8,21
12/25/2018,16.8,13.1,20.7
12/26/2018,16.3,11.7,21.2
12/27/2018,14.1,11.9,16.4
12/28/2018,13.7,11.3,16.7
12/29/2018,14.7,12.3,18.2
12/30/2018,14.4,10.1,18.8
12/31/2018,14.7,9.5,19.8
1/1/2019,14.4,9.4,19.3
1/2/2019,13.7,8.8,17.3
1/3/2019,13.6,9.5,18
1/4/2019,13.3,9.1,18.7
1/5/2019,13.2,8.9,18.3
1/6/2019,11.6,9.3,14.6
1/7/2019,10.9,6.3,16.6
1/8/2019,11.7,7.2,17
1/9/2019,10.6,5.7,15
1/10/2019,11.6,5.2,17.4
1/11/2019,12.7,6,18.7
1/12/2019,14.5,9.5,20.7
1/13/2019,13.3,10,17.4
1/14/2019,13.4,10.4,18.1
1/15/2019,12,7,17
1/16/2019,11.7,9,15.5
1/17/2019,11.1,6.5,16
1/18/2019,13.6,9.6,18.3
1/19/2019,13.3,7.8,18.5
1/20/2019,13.8,9.7,17.9
1/21/2019,16.3,10.3,23.7
1/22/2019,13.9,7.8,19.8
1/23/2019,15.3,9.9,21.2
1/24/2019,15.4,11.3,20.5
1/25/2019,15.2,9.6,22
1/26/2019,16.4,11.2,23.7
1/27/2019,12.9,8.7,16.9
1/28/2019,13,8.1,18.6
1/29/2019,14.3,9,20.2
1/30/2019,14,9.1,19.6
1/31/2019,14,8.5,20
2/1/2019,15.6,10,22.3
2/2/2019,15.2,9.1,20.7
2/3/2019,15.1,9.5,22.5
2/4/2019,18.1,11.4,26.7
2/5/2019,21.6,14.4,30.6
2/6/2019,13.3,10.1,16.8
2/7/2019,12.7,8.3,18.1
2/8/2019,13.6,9.3,19.2
2/9/2019,13.7,8.9,18.4
2/10/2019,13.9,9.3,18.4
2/11/2019,13.6,9.2,18.4
2/12/2019,14.6,9.7,19.9
2/13/2019,14.8,9.4,20.6
2/14/2019,12.9,9.8,16.4
2/15/2019,12.2,9.3,16
2/16/2019,12.8,8.2,18.1
2/17/2019,13.4,9.2,18.9
2/18/2019,12.6,7.5,16.8
2/19/2019,14,8.9,20
2/20/2019,14.8,10.3,19.6
2/21/2019,14.7,8.9,19.4
2/22/2019,14.7,9.6,19.8
2/23/2019,15.3,9.8,20
2/24/2019,16.4,8.9,23.6
2/25/2019,20.8,13,30.6
2/26/2019,16.5,10.9,21.1
2/27/2019,15.4,11.1,20.4
2/28/2019,14.1,11.4,17.5
3/1/2019,14,10.9,17
3/2/2019,15,10.4,20.1
3/3/2019,15.5,9.4,22.2
3/4/2019,15.8,10.2,21
3/5/2019,14.2,11.4,19.2
3/6/2019,13.9,8.6,19.6
3/7/2019,15.3,9,21.8
3/8/2019,16,10.6,22.4
3/9/2019,16.4,10.2,23.6
3/10/2019,17.2,11.6,25.4
3/11/2019,17.3,9.8,24.7
3/12/2019,18.8,12.2,25.6
3/13/2019,17.1,12.8,22.7
3/14/2019,16,11.6,20.1
3/15/2019,17.1,11.2,23.4
3/16/2019,15.2,12,19.1
3/17/2019,16.3,11.1,21.7
3/18/2019,18,10.9,25
3/19/2019,18.2,11.6,26
3/20/2019,18.4,13.2,25.4
3/21/2019,19.3,13.9,25.9
3/22/2019,19.6,12.6,26.4
3/23/2019,20.8,15.9,26.6
3/24/2019,18.4,14.4,23.4
3/25/2019,16.2,11.7,21
3/26/2019,16.5,10.8,22.6
3/27/2019,18.5,11.7,24.1
3/28/2019,19.9,12.5,26.6
3/29/2019,22.6,18.2,29
3/30/2019,16.3,13.5,19.2
3/31/2019,14.5,10.9,18.8
4/1/2019,15.7,11.3,19.4
4/2/2019,16.8,11.1,22.1
4/3/2019,19,11.7,25.8
4/4/2019,18.2,12.6,24.8
4/5/2019,18.6,12.3,23.9
4/6/2019,21.9,17,26.5
4/7/2019,24.9,18.5,32.1
4/8/2019,23,16.3,29.9
4/9/2019,21.2,17,26.3
4/10/2019,19.9,13.9,25.5
4/11/2019,20.5,14.8,27
4/12/2019,19.8,13.4,27.2
4/13/2019,24.6,14.6,34.4
4/14/2019,23.2,18.7,27.2
4/15/2019,17.4,15.8,19.4
4/16/2019,18.6,12.7,26
4/17/2019,17.7,13.2,22.7
4/18/2019,17.6,11.8,23.2
4/19/2019,18.5,12.9,25.4
4/20/2019,17.4,12.6,22.9
4/21/2019,17,12.9,21.9
4/22/2019,17.5,12.4,23.5
4/23/2019,18.9,12.6,25.7
4/24/2019,20.5,14.1,28.6
4/25/2019,22.8,15.5,31.7
4/26/2019,23.6,15.5,32.1
4/27/2019,25.1,17,33.1
4/28/2019,26.6,16.8,35
4/29/2019,26.9,19.7,33.4
4/30/2019,26.3,19.8,34
5/1/2019,30.4,21.9,39.7
5/2/2019,28,22.1,35
5/3/2019,24,18.7,30.2
5/4/2019,21.9,14.8,29.1
5/5/2019,26.2,16.5,36
5/6/2019,28.1,21.3,33.3
5/7/2019,22.7,17,28.7
5/8/2019,21.7,16.3,26.9
5/9/2019,20.4,14.8,26.2
5/10/2019,21.6,14.9,27.6
5/11/2019,25.3,17.2,32.4
5/12/2019,29.6,22.3,36.5
5/13/2019,29.7,22.2,37
5/14/2019,30.6,24.8,37.5
5/15/2019,30.9,22.8,39.4
5/16/2019,32.6,22.9,40.9
5/17/2019,26.7,20,32.3
5/18/2019,28.2,20.2,35.9
5/19/2019,25.4,17.8,33.4
5/20/2019,27.4,18.7,35.5
5/21/2019,30.5,22,39.6
5/22/2019,34.7,25,43.2
5/23/2019,37.4,28.6,44.8
5/24/2019,33.4,26.3,39.9
5/25/2019,27.6,21.1,35.6
5/26/2019,26.2,19,34.1
5/27/2019,26.9,19,34.7
5/28/2019,27.9,19,36.8
5/29/2019,29.6,20.7,39.2
5/30/2019,30.1,20.9,40.1
5/31/2019,30.5,21.7,39.7
6/1/2019,30,21.9,38.8
6/2/2019,30.2,22.1,38.9
6/3/2019,30.4,22.5,38.5
6/4/2019,29.4,24,34.9
6/5/2019,29.5,24.7,35.7
6/6/2019,29.4,22.9,37.1
6/7/2019,27.9,20.9,36.1
6/8/2019,27.1,20,33.8
6/9/2019,27.8,20.7,33.8
6/10/2019,29.7,22.2,35.7
6/11/2019,31.2,24,38.5
6/12/2019,28.8,22.4,34.6
6/13/2019,28.6,22.8,34.2
6/14/2019,28.1,22.7,33.2
6/15/2019,29.2,22.7,34.8
6/16/2019,29.2,22.8,35.7
6/17/2019,29.3,23,34.8
6/18/2019,31.1,23.8,37.4
6/19/2019,32.8,25.7,39
6/20/2019,31.7,24.9,38.7
6/21/2019,29.9,22.9,36.9
6/22/2019,29.8,23.2,36.4
6/23/2019,30.1,23.3,37.3
6/24/2019,30.8,23.2,38.2
6/25/2019,32.4,23.7,40.4
6/26/2019,33,24.7,41.2
6/27/2019,33.8,25.5,41.1
6/28/2019,31.5,24.8,37.3
6/29/2019,30.8,24.2,36.5
6/30/2019,30.8,24,36.8
7/1/2019,30.9,24.8,37
7/2/2019,31.6,24.4,38.3
7/3/2019,31.6,24.1,38.5
7/4/2019,30.7,23.1,38.2
7/5/2019,30.1,22.7,37.3
7/6/2019,31.2,23,39.8
7/7/2019,30.9,23.8,38.2
7/8/2019,30.6,22.9,38.2
7/9/2019,31.4,23.4,38.8
7/10/2019,32,24.6,40.2
7/11/2019,32.8,24.2,41.3
7/12/2019,33.7,26,41.1
7/13/2019,30.6,24.5,36.4
7/14/2019,30.3,23.1,37.1
7/15/2019,31,24.2,37.3
7/16/2019,33.1,25.5,40.2
7/17/2019,36.2,30.6,42.2
7/18/2019,32,27,37.4
7/19/2019,30.9,24.7,37.5
7/20/2019,30.1,24.3,36.2
7/21/2019,29.3,23.1,36.2
7/22/2019,30.5,24.2,37.1
7/23/2019,31.3,23.7,38.6
7/24/2019,31,23.9,37.5
7/25/2019,31.3,24.1,37.9
7/26/2019,30.8,24,37.9
7/27/2019,30.2,23.8,36.4
7/28/2019,29.7,23.2,35.3
7/29/2019,31.2,23.3,38.4
7/30/2019,32.9,24.7,39.8
7/31/2019,31.8,25.4,38.4
8/1/2019,31.5,25.1,38.4
8/2/2019,31.8,25.1,38
8/3/2019,32.2,25.7,38.1
8/4/2019,32.5,25.1,40.1
8/5/2019,31.5,25.4,38.4
